[1000268201_693b08cb0e.jpg#0]	ピンクのドレスの子供は、入り口で階段のセットを登っています。
[3130064588_6d1d3fa2dd.jpg#4]	オレンジ色のデッキを持つボートの背中に、シャツを着た2人の若者が乗っています。
[3130093622_362f32f2bb.jpg#0]	黒と茶色の犬が雪の中を飛びます。
[3130093622_362f32f2bb.jpg#1]	犬は雪の中を走っています。
[3130093622_362f32f2bb.jpg#2]	雪の中にスティックで走っている犬。
[3130093622_362f32f2bb.jpg#3]	ドイツのシェファードが雪の中で遊ぶ。
[3130093622_362f32f2bb.jpg#4]	雪の中の口の中のオブジェクトを持つ黒と犬の犬。
[313051099_1bb87d6c56.jpg#0]	彼は彼の口の中に棒を持っている間、白い犬の顔のクローズアップ。
[313051099_1bb87d6c56.jpg#1]	泥棒で噛む茶色の犬のクローズアップ写真。
[313051099_1bb87d6c56.jpg#2]	犬を噛んでいる老犬。
[313051099_1bb87d6c56.jpg#3]	長い濡れた髪を刺す棒。
[313051099_1bb87d6c56.jpg#4]	茶色の犬は口に棒を持っています。
[3130970054_04a3865c43.jpg#0]	4人の子供が手をつないでプールに飛び乗る。
[3130970054_04a3865c43.jpg#1]	プールに飛び乗る4人の子供たち。ウォーターウィングを2つしか着用していない。
[3130970054_04a3865c43.jpg#2]	4人の子供がプールに飛び乗る。
[3130970054_04a3865c43.jpg#3]	4人の子供が一緒にプールに飛び乗る。
[3130970054_04a3865c43.jpg#4]	手を持っている4人の子供たちがプールに飛び乗る。
[3131107810_7e9b96cddc.jpg#0]	子供のグループは毛布で覆われたフェンスに座っています。
[3131107810_7e9b96cddc.jpg#1]	4人の子供が毛布の下で集まります。
[3131107810_7e9b96cddc.jpg#2]	毛布の下で暖かい4人の子供たち。
[3131107810_7e9b96cddc.jpg#3]	4人のフード付きの子供たちが毛布の下に集まります。
[3131107810_7e9b96cddc.jpg#4]	4人の暖かい服を着た子供たちは、青い毛布で覆われたセメントの壁に座ります。
[3131160589_dc73c209b7.jpg#0]	サンタのスーツを着た男が大きなコンクリートの建物を登っています。
[3131160589_dc73c209b7.jpg#1]	赤いスーツの男が岩壁を登る。
[3131160589_dc73c209b7.jpg#2]	サンタのスーツを着たロッククライマーが、クリスマスライトのストランドから垂れています。
[3131160589_dc73c209b7.jpg#3]	サンタクロース、クリスマスイルミネーションのロックを登る
[3131160589_dc73c209b7.jpg#4]	サンタクロースが岩壁を登っているような服を着た人。
[3131632154_098f86f4cb.jpg#0]	雪の中のおもちゃを引っ張る黒い犬2頭。
[3131632154_098f86f4cb.jpg#1]	雪の中に2頭の黒い犬。
[3131632154_098f86f4cb.jpg#2]	2つの黒い犬が玩具で雪の中を走っている。
[3131632154_098f86f4cb.jpg#3]	雪の上を走っている2匹の黒い犬が赤とオレンジの上に噛み付いています。
[3131632154_098f86f4cb.jpg#4]	雪の中で遊ぶ2匹の犬。
[3131990048_369b081021.jpg#0]	鳥が食べ物を食らう。
[3131990048_369b081021.jpg#1]	鷹は小さな齧歯動物を追いかけて草を逃げます。
[3131990048_369b081021.jpg#2]	小さな動物を捕まえるために泳ぐ鷹。
[3131990048_369b081021.jpg#3]	ファルコンはげっ歯類に閉じ込める。
[3131990048_369b081021.jpg#4]	鷹は餌食に襲い掛かる。
[3132006797_04822b5866.jpg#0]	2人の子供とピンクのシャツを持つ赤ちゃんはおもちゃに囲まれています。
[3132006797_04822b5866.jpg#1]	おもちゃで床に遊んでいる3人の子供。
[3132006797_04822b5866.jpg#2]	いくつかのおもちゃで遊んで床に座っている3人の子供。
[3132006797_04822b5866.jpg#3]	カラフルなおもちゃで遊ぶ3人の子供。
[3132006797_04822b5866.jpg#4]	2人の小さい子供と1人の赤ちゃんが一緒にたくさんのおもちゃを持って遊んでいます。
[3132619510_7dfc947d25.jpg#0]	それから走っている白い犬に、茶色の耳の白い犬が飛び跳ねます。
[3132619510_7dfc947d25.jpg#1]	フェンスに沿って走っている2匹の犬。
[3132619510_7dfc947d25.jpg#2]	2つの白い犬がフェンスの隣でお互いに走っています。
[3132619510_7dfc947d25.jpg#3]	2つの白い犬が走って、芝生の庭で遊ぶ。
[3132619510_7dfc947d25.jpg#4]	お互いに走っている2匹の白い犬。
[3132760860_3e743a935d.jpg#0]	彼の足に縛られたボードを持つ男の子は、何らかの種類のロープを握っている間にトリックをする。
[3132760860_3e743a935d.jpg#1]	wakeboarderは黄色のロープを握っている間、空気の中に飛び跳ねています。
[3132760860_3e743a935d.jpg#2]	スイムギヤを着ている女の子はサーフボードです
[3132760860_3e743a935d.jpg#3]	この少年はトウロープとスケートボードでスタントをやっています。
[3132760860_3e743a935d.jpg#4]	Waterskierはラインを保持し、途中でジャンプし、ほぼ逆さまになった。
[3132832452_c354c6396c.jpg#0]	父の膝の中で家族が赤ちゃんを囲む。
[3132832452_c354c6396c.jpg#1]	家族が居間に集まる。
[3132832452_c354c6396c.jpg#2]	男は子供に囲まれている間、赤ちゃんを持つソファに座っています。
[3132832452_c354c6396c.jpg#3]	3人の若い女の子に囲まれた赤ちゃんを持つソファに座っている男。
[3132832452_c354c6396c.jpg#4]	男が彼の膝の上に保持している赤ちゃんを見ている3人の少女
[3132903412_b4780d0ccf.jpg#0]	雪の中にコート、帽子、スカーフを着た夫婦が立っています。
[3132903412_b4780d0ccf.jpg#1]	2人の寒い人が柱の近くに立つ。
[3132903412_b4780d0ccf.jpg#2]	寒い冬に外に二人、スカーフと帽子をかけて
[3132903412_b4780d0ccf.jpg#3]	雪の中に立っている二人の人
[3132903412_b4780d0ccf.jpg#4]	冬の服を着た二人は、冬のシーンではポールの近くに立っています。
[3133044777_8cc930a4ec.jpg#0]	ベンダーと一緒にフルーツスタンド。
[3133044777_8cc930a4ec.jpg#1]	通りに農作物を売っている男性。
[3133044777_8cc930a4ec.jpg#2]	男性が果物を売る。
[3133044777_8cc930a4ec.jpg#3]	男性が果物を売る。
[3133044777_8cc930a4ec.jpg#4]	フルーツスタンドの横に立つファニーパックを持つ男。
[313326614_b2adbe59e0.jpg#0]	赤いジャケットの男が、夜のいくつかの階段の上に立っています。
[313326614_b2adbe59e0.jpg#1]	赤いジャケットの男がスタジアムの階段の上に立っています。
[313326614_b2adbe59e0.jpg#2]	バックグラウンドでのアリーナライト付きの階段の上にある赤いシャツの男
[313326614_b2adbe59e0.jpg#3]	スタジアムの入り口にある階段の上に男が立っています。
[313326614_b2adbe59e0.jpg#4]	スタジアムの階段の上に男が立っている。
[3133403457_95dfe11da1.jpg#0]	大きな緑の拳の手袋を着ている子供。
[3133403457_95dfe11da1.jpg#1]	若い男の子が驚くほどハルクの手袋を着ている。
[3133403457_95dfe11da1.jpg#2]	若い男の子の手は2つの巨大な緑の手袋を着ています。
[3133403457_95dfe11da1.jpg#3]	衣装を着た少年が腕を上げる。
[3133403457_95dfe11da1.jpg#4]	大きな緑色のおもちゃの手で小さな素足の子供。
[3133825703_359a0c414d.jpg#0]	サンタを見つめている子供。
[3133825703_359a0c414d.jpg#1]	面白い探しのサンタを見ている父と息子。
[3133825703_359a0c414d.jpg#2]	小さな男の子と彼の父親がサンタクロースとして身に着けている男と話している。
[3133825703_359a0c414d.jpg#3]	子供はサンタクロースを見ている。
[3133825703_359a0c414d.jpg#4]	小さな男の子には黄色の王冠があり、男は赤いベルベットを着ています。
[3134092148_151154139a.jpg#0]	サーフボードの男。
[3134092148_151154139a.jpg#1]	男は白いサーフボードでサーフをしている。
[3134092148_151154139a.jpg#2]	波をサーフィンしている男。
[3134092148_151154139a.jpg#3]	サーファーが彼のボードを回しています。
[3134092148_151154139a.jpg#4]	波に乗っているウェットスーツのサーファー。
[3134341610_3c55e373a7.jpg#0]	マスクとコスチュームを着た男性と女性が、クリスマスツリーの前に乾杯します。
[3134341610_3c55e373a7.jpg#1]	マスクの女性は、クリスマスツリーの隣にワイングラスを置くと、サンタのスーツを着た男の隣に座っている。
[3134341610_3c55e373a7.jpg#2]	サンタと女性は、クリスマスツリーの隣にワインを飲みながら、冗談めがねの眼鏡をかけています。
[3134341610_3c55e373a7.jpg#3]	二人、そのうちの一人がサンタの衣装を着て、面白い眼鏡をかけている。
[3134341610_3c55e373a7.jpg#4]	クリスマスの時に愚かな変装をした二人
[3134385454_4f1d55333f.jpg#0]	近くに立っている男とプールに飛び乗る女の子。
[3134385454_4f1d55333f.jpg#1]	女の子は黒の男と一緒にスイミングプールに飛び乗る。
[3134385454_4f1d55333f.jpg#2]	男性と少女が上のプールで遊んでいます。
[3134385454_4f1d55333f.jpg#3]	男と少女がプールにはねている。
[3134385454_4f1d55333f.jpg#4]	黒い服を着た男が、子供をプールで泳ぐのを見ている。
[3134387321_3a253224c1.jpg#0]	カメラのために笑っている3人のクローズアップ。
[3134387321_3a253224c1.jpg#1]	女の子はガラスを持っていて、女の子は右に、男の子は左にカメラを向けています。
[3134387321_3a253224c1.jpg#2]	黒と白のヘッドバンドとピンクの首のネクタイで彼女の両側に友人とガラスを持っている少女。
[3134387321_3a253224c1.jpg#3]	3人が写真を撮る。
[3134387321_3a253224c1.jpg#4]	2人の女性と男性がカメラのためにポーズをとります。
[3134387513_ceb75bea0a.jpg#0]	カメラのナイトライフ笑顔を少し楽しんでいるカップル。
[3134387513_ceb75bea0a.jpg#1]	手に飲み物を持っている男と女性。
[3134387513_ceb75bea0a.jpg#2]	明るい緑色の光が彼らの顔に輝いている間に飲み物を保持している彼らの後ろにライトがある暗い部屋の男性と女性。
[3134387513_ceb75bea0a.jpg#3]	飲み物を抱きしめて笑う若いカップル。
[3134387513_ceb75bea0a.jpg#4]	彼らの手の中に飲み物を持っている2人の笑い人は、お互いに顔を向けている。
[3134585858_a8c3493ca5.jpg#0]	男性と女性が黒いコートを着ている
[3134585858_a8c3493ca5.jpg#1]	黒いウールのコートを着た男性と女性。
[3134585858_a8c3493ca5.jpg#2]	黒と黒のコートを着た男性と女性が写真を撮ります。
[3134585858_a8c3493ca5.jpg#3]	雪が降っている間、黒いコートの男女は外にいます。
[3134585858_a8c3493ca5.jpg#4]	黒い冬のコートを着た黒い帽子をかぶったメガネと女性の男。
[3134586018_ae03ba20a0.jpg#0]	一緒にポーズを取る冬のコートを着ているカップル。
[3134586018_ae03ba20a0.jpg#1]	男性と女性が一緒に写真を撮り、どちらも笑わない。
[3134586018_ae03ba20a0.jpg#2]	男は彼女の顔まで金属の物体を持っている女性の周りの腕を持っています。
[3134586018_ae03ba20a0.jpg#3]	女性の男性が暖かく服を着て写真を撮ります。
[3134586018_ae03ba20a0.jpg#4]	男と女のぼやけた写真。
[3134644844_493eec6cdc.jpg#0]	男は病院の小さな女の子のためにギターを弾いている。
[3134644844_493eec6cdc.jpg#1]	男は病院のベッドで子供のためにギターを弾いています
[3134644844_493eec6cdc.jpg#2]	男は病院で病気の子供のためにギターを演奏する
[3134644844_493eec6cdc.jpg#3]	男は病院の女の子のためにギターを演奏する。
[3134644844_493eec6cdc.jpg#4]	病院のベッドで病気の少女に遊んでいるギターを持つ男。
[3135504530_0f4130d8f8.jpg#0]	1人の女の子は赤い袖の白いTシャツを着ていて、もう1人は彼女の言葉を持っています。
[3135504530_0f4130d8f8.jpg#1]	一緒に笑う2人のアジアの女の子
[3135504530_0f4130d8f8.jpg#2]	暗い髪と白いシャツを持つ2人の女の子。
[3135504530_0f4130d8f8.jpg#3]	長い髪の2人の女の子は笑っていて、1人は白と緑のものを持っています。
[3135504530_0f4130d8f8.jpg#4]	白いシャツで話している2人の女性。
[3135826945_f7c741e5b7.jpg#0]	黄色い男の子が本を読む。
[3135826945_f7c741e5b7.jpg#1]	イエローのシャツを着た小さな男の子が、彼の前に誰かが持っている本を見ている。
[3135826945_f7c741e5b7.jpg#2]	親とその幼児は本を読んでいる。
[3135826945_f7c741e5b7.jpg#3]	セーターの人は、子供が膝の上にある本を見て座っている。
[3135826945_f7c741e5b7.jpg#4]	女性は若い少年に本を通して赤ちゃんを教える。
[3136043366_b3f8607a0e.jpg#0]	青でサッカー選手の束。
[3136043366_b3f8607a0e.jpg#1]	青い制服のサッカーチームは煙の雲を使い果たします。
[3136043366_b3f8607a0e.jpg#2]	青い制服を着たサッカー選手のグループは、霧のフィールドを実行します。
[3136043366_b3f8607a0e.jpg#3]	フィールドを走っているブルージャージーのサッカー選手の大グループ。
[3136043366_b3f8607a0e.jpg#4]	青色の7人のアメリカ人サッカー選手がカメラに向かって勝利を収めています。
[3136404885_f4d8f1d15a.jpg#0]	ストライプのシャツとジーンズの大げさな男が赤い車の壁画から遠ざかっていて、オレンジと黒のジャケットを着た金髪の男がジーンズを着ています。
[3136404885_f4d8f1d15a.jpg#1]	2人の男性が建物に向かって歩いていて、巨大な車が描かれています。
